,기업명,업종분류,사원수,설립연도,매출액
0,핌아시아,통신 판매업,55명,2014,"309억1,706만원"
0,딥세일즈,시스템ㆍ응용 소프트웨어 개발 및 공급업,10명,2022,
0,플랫브레드,광고 대행업,29명,2018,
0,배움,시스템ㆍ응용 소프트웨어 개발 및 공급업,30명,2000,"69억8,554만원"
0,에피소든,포털 및 기타 인터넷 정보 매개 서비스업,13명,2021,
0,스페클립스,자연과학 연구개발업,34명,2015,"2,720만원"
0,이노소니언,그 외 기타 분류 안된 제품 제조업,17명,2013,"33억8,144만원"
0,라텔앤드파트너즈,광고 대행업,26명,2020,"33억2,945만원"
0,에임비랩,시스템ㆍ응용 소프트웨어 개발 및 공급업,,2021,
0,케이비자,법무관련 서비스업,6명,2020,
0,아더월드,가공식품 도매업,,2019,
0,웰로,그 외 기타 정보 서비스업,,2021,
0,유에이치씨,외국식 음식점업,79명,2017,
0,윙크컴퍼니,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",18명,2020,
0,웜블러드,그 외 기타 정보 서비스업,6명,2023,
0,아인잡,시스템ㆍ응용 소프트웨어 개발 및 공급업,3명,2019,
0,투스카이,"항공기, 우주선 및 보조장치 제조업",28명,2018,
0,엠몬스타,시스템ㆍ응용 소프트웨어 개발 및 공급업,23명,2017,"18억4,054만원"
0,큐리어슬리,포털 및 기타 인터넷 정보 매개 서비스업,48명,2012,"51억7,108만원"
0,이노그리드,시스템ㆍ응용 소프트웨어 개발 및 공급업,177명,2006,"161억8,940만원"
0,아파트아이,포털 및 기타 인터넷 정보 매개 서비스업,42명,2022,
0,아이헤이트플라잉버그스,일반 교습학원,473명,2012,"31억9,935만원"
0,리코,부동산 개발 및 공급업,,2017,
0,에이치비엠피,시스템ㆍ응용 소프트웨어 개발 및 공급업,,2014,"1억6,212만원"
0,멘티스코,시스템ㆍ응용 소프트웨어 개발 및 공급업,61명,2018,33억774만원
0,딜랏,통신 판매업,3명,2023,
0,퀀팃,시스템ㆍ응용 소프트웨어 개발 및 공급업,,2019,"8억4,519만원"
0,이엔티팩토리,기타 창작 및 예술관련 서비스업,7명,2008,"39억6,868만원"
0,탈로스,시스템ㆍ응용 소프트웨어 개발 및 공급업,,2021,
0,재담미디어,서적 출판업,69명,2013,"156억2,695만원"
0,메디플러스솔루션,경영 컨설팅 및 공공 관계 서비스업,45명,2013,"1억9,119만원"
0,인디제이,시스템ㆍ응용 소프트웨어 개발 및 공급업,,2019,"4억3,833만원"
0,팹,시스템ㆍ응용 소프트웨어 개발 및 공급업,,2022,
0,멜로우컴퍼니,시스템ㆍ응용 소프트웨어 개발 및 공급업,,2020,
0,큐픽스,"의약품, 의료용품 및 화장품 도매업",,2017,
0,플루닛,"컴퓨터 시스템 통합 자문, 구축 및 관리업",37명,2022,
0,어크로스비,시스템ㆍ응용 소프트웨어 개발 및 공급업,30명,2020,"49억6,685만원"
0,라이언로켓,시스템ㆍ응용 소프트웨어 개발 및 공급업,26명,2019,"6억7,157만원"
0,어라운더블,통신 판매업,7명,2020,"1,404만원"
0,유니메오,시스템ㆍ응용 소프트웨어 개발 및 공급업,34명,2017,"4억1,537만원"
0,큐이디,운동용품 및 자전거 소매업,75명,2019,"171억4,649만원"
0,세일즈맵,시스템ㆍ응용 소프트웨어 개발 및 공급업,,2023,
0,엘케이알,합성고무 및 플라스틱 물질 제조업,15명,2015,"13억3,136만원"
0,디지털네이티브스,광고 대행업,,2021,
0,코넥시오에이치,시스템ㆍ응용 소프트웨어 개발 및 공급업,21명,2021,
0,인센드,시스템ㆍ응용 소프트웨어 개발 및 공급업,,2023,
0,이폼웍스,합성고무 및 플라스틱 물질 제조업,22명,2014,31억903만원
0,경일게임아카데미,직원 훈련기관,49명,2010,
0,에스티엘,"음반 및 비디오물, 악기, 오락 및 경기용품 도매업",5명,2007,"25억2,511만원"
0,웨이커,그 외 기타 정보 서비스업,27명,2020,"3억5,454만원"
0,패스트뷰,광고 대행업,100명,2018,100억원
0,플라잉캣,통신 판매업,3명,2018,"5,361만원"
0,하고엘앤에프,경영 컨설팅 및 공공 관계 서비스업,,2017,33억698만원
0,줌인터넷,시스템ㆍ응용 소프트웨어 개발 및 공급업,76명,2016,"236억3,381만원"
0,지니언스,시스템ㆍ응용 소프트웨어 개발 및 공급업,186명,2005,"314억6,491만원"
0,알프소프트,시스템ㆍ응용 소프트웨어 개발 및 공급업,3명,2021,
0,아백,통신 판매업,,2023,
0,선후,,5명,2019,
0,브레스커뮤니케이션즈,광고 대행업,3명,2019,
0,위버로프트,시스템ㆍ응용 소프트웨어 개발 및 공급업,36명,2011,
0,수커뮤니케이션,광고 대행업,8명,2010,
0,유와이즈원,"컴퓨터 시스템 통합 자문, 구축 및 관리업",12명,2011,"32억2,250만원"
0,펫박스,그 외 기타 상품 전문 소매업,,2015,
0,셰어라운드,그 외 기타 정보 서비스업,3명,2019,"1억4,704만원"
0,에스알브이포지셔닝,시스템ㆍ응용 소프트웨어 개발 및 공급업,5명,2021,
0,앤트,자동차 신품 부품 및 내장품 판매업,3명,2015,"21억3,342만원"
0,비사이드코리아,시스템ㆍ응용 소프트웨어 개발 및 공급업,9명,2022,
0,리걸테크,시스템ㆍ응용 소프트웨어 개발 및 공급업,27명,2015,
0,운칠기삼,그 외 기타 정보 서비스업,52명,2017,"50억4,974만원"
0,업템포글로벌,경영 컨설팅 및 공공 관계 서비스업,43명,2020,"22억6,898만원"
0,에이엘에이엔,시스템ㆍ응용 소프트웨어 개발 및 공급업,6명,2017,"2억4,684만원"
0,이지샵,통신 판매업,,2021,
0,사이다경제,그 외 기타 정보 서비스업,22명,2017,"11억5,993만원"
0,뷰컴즈,서적 출판업,32명,2018,59억638만원
0,크리에이터노믹,시스템ㆍ응용 소프트웨어 개발 및 공급업,3명,2022,
0,티니어,시스템ㆍ응용 소프트웨어 개발 및 공급업,19명,2015,
0,유니버스,"가방, 시계, 안경 및 기타 생활용품 도매업",8명,2020,
0,씨알에스큐브,시스템ㆍ응용 소프트웨어 개발 및 공급업,93명,2011,137억6만원
0,스매치코퍼레이션,경영 컨설팅 및 공공 관계 서비스업,66명,2020,
0,플루언트,일반 교습학원,5명,2014,
0,하이퍼클라우드,시스템ㆍ응용 소프트웨어 개발 및 공급업,32명,2016,"5억1,070만원"
0,잉카엔트웍스,그 외 기타 정보 서비스업,47명,2000,"36억4,056만원"
0,체인위드,시스템ㆍ응용 소프트웨어 개발 및 공급업,,2022,
0,한국글로벌널리지네트웍,시스템ㆍ응용 소프트웨어 개발 및 공급업,29명,1998,"48억1,902만원"
0,트래포트,시스템ㆍ응용 소프트웨어 개발 및 공급업,14명,2008,"18억7,209만원"
0,알스퀘어,시스템ㆍ응용 소프트웨어 개발 및 공급업,3명,2006,
0,호두랩스,시스템ㆍ응용 소프트웨어 개발 및 공급업,38명,2019,"51억2,113만원"
0,엘리오앤컴퍼니,경영 컨설팅 및 공공 관계 서비스업,,2001,
0,엑스페릭스,회사본부,61명,2017,
0,필드서비스,소화물 전문 운송업,28명,2021,"5,027만원"
0,스페이스워크,시스템ㆍ응용 소프트웨어 개발 및 공급업,18명,2016,"4억7,556만원"
0,위시켓,그 외 기타 정보 서비스업,,2012,"39억2,933만원"
0,드리븐,"기술 시험, 검사 및 분석업",,2013,"181억9,815만원"
0,에이치투오호스피탈리티,건물 및 산업설비 청소업,13명,2015,"3억6,994만원"
0,코딩허브,시스템ㆍ응용 소프트웨어 개발 및 공급업,,2022,
0,레인포컴퍼니,시스템ㆍ응용 소프트웨어 개발 및 공급업,49명,2020,"6,352만원"
0,벤디스식권대장,광고 대행업,42명,2014,"69억5,677만원"
0,누벤트,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,15명,2014,"1억2,310만원"
0,스페이스애드,기타 광고업,72명,2018,"112억7,240만원"
0,에이로직,보관 및 창고업,,2012,
0,라이트뷰,"의약품, 의료용품 및 화장품 도매업",14명,2021,
0,티블록,"컴퓨터 및 주변장치, 소프트웨어 및 통신기기 소매업",,2019,
0,세컨신드롬,보관 및 창고업,26명,2018,"30억6,989만원"
0,마야크루,광고 대행업,13명,2017,"1억3,116만원"
0,스카이랩스,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업",50명,2015,"1억2,450만원"
0,와이오비,광고 대행업,4명,2021,
0,슈퍼진,시스템ㆍ응용 소프트웨어 개발 및 공급업,45명,2017,"176억3,779만원"
0,머니투데이,"신문, 잡지 및 정기 간행물 출판업",18명,2011,
0,푸드테크,시스템ㆍ응용 소프트웨어 개발 및 공급업,157명,2001,"206억2,375만원"
0,여기어때컴퍼니,그 외 기타 정보 서비스업,572명,2015,"2,049억1,284만원"
0,서울랩스,시스템ㆍ응용 소프트웨어 개발 및 공급업,,2023,
0,머스트잇,상품 중개업,118명,2012,"199억4,949만원"
0,셀바스에이아이,시스템ㆍ응용 소프트웨어 개발 및 공급업,173명,1999,195억707만원
0,버킷스토어,통신 판매업,38명,2022,
0,세포아소프트,시스템ㆍ응용 소프트웨어 개발 및 공급업,38명,2007,41억973만원
0,놀이의발견,통신 판매업,52명,2020,"6억2,313만원"
0,클라우드앤,가정용 전기 기기 제조업,15명,2016,"4억5,352만원"
0,더블다운인터액티브,그 외 기타 정보 서비스업,129명,2008,"257억1,696만원"
0,링글잉글리시에듀케이션서비스,일반 교습학원,51명,2015,"105억7,336만원"
0,렌딧,기타 금융 지원 서비스업,53명,2015,"3억6,451만원"
0,차지비,기타 기계 및 장비 도매업,,2019,180억41만원
0,슬로그업,시스템ㆍ응용 소프트웨어 개발 및 공급업,59명,2016,"49억9,825만원"
0,바이브존,시스템ㆍ응용 소프트웨어 개발 및 공급업,10명,2020,
0,데일리샷,통신 판매업,37명,2018,"4억3,256만원"
0,그린리본,그 외 기타 정보 서비스업,17명,2020,
0,키즐링,시스템ㆍ응용 소프트웨어 개발 및 공급업,,2023,
0,비로보틱스,"컴퓨터 및 주변장치, 소프트웨어 및 통신기기 소매업",51명,2023,
0,로보코리아,시스템ㆍ응용 소프트웨어 개발 및 공급업,33명,2017,6억882만원
0,인테그리틱스,시스템ㆍ응용 소프트웨어 개발 및 공급업,7명,2022,
0,마이플레이컴퍼니,포털 및 기타 인터넷 정보 매개 서비스업,40명,2016,"39억7,610만원"
0,마더브레인,광고 대행업,104명,2009,"111억7,716만원"
0,디지털워치독,컴퓨터 프로그래밍 서비스업,10명,2021,
0,디핑컴퍼니,시스템ㆍ응용 소프트웨어 개발 및 공급업,4명,2022,
0,제주도닷컴,여행사업,10명,2003,"18억8,776만원"
0,트루라이트코리아,서적 출판업,29명,2021,
0,튠잇,자동차용 신품 동력 전달장치 및 전기장치 제조업,19명,2019,10억106만원
0,컨택스츠아이오,시스템ㆍ응용 소프트웨어 개발 및 공급업,,2020,
0,팩트블록,그 외 기타 정보 서비스업,24명,2018,
0,블렌딩,오디오물 출판 및 원판 녹음업,,2019,"3억6,995만원"
0,핏투게더,그 외 기타 정보 서비스업,39명,2017,"11억2,784만원"
0,에이지,,,2018,
0,스매시,기타 스포츠시설 운영업,,2017,
0,피나클,경영 컨설팅 및 공공 관계 서비스업,,2017,
0,컨트롤웍스,상품 종합 도매업,76명,1999,"59억9,447만원"
0,메디인테크,자연과학 연구개발업,27명,2020,
0,아이디에스앤트러스트,"컴퓨터 시스템 통합 자문, 구축 및 관리업",89명,1998,"150억1,010만원"
0,에임,시스템ㆍ응용 소프트웨어 개발 및 공급업,5명,2016,"26억5,552만원"
0,다이렉트클라우드랩,시스템ㆍ응용 소프트웨어 개발 및 공급업,23명,2014,
0,루와콘텐츠그룹,"영화, 비디오물 및 방송 프로그램 제작 관련 서비스업",29명,2019,
0,스탬퍼,시스템ㆍ응용 소프트웨어 개발 및 공급업,27명,2018,"45억3,274만원"
0,클러스터지원그룹,시스템ㆍ응용 소프트웨어 개발 및 공급업,61명,2008,
0,지냄,포털 및 기타 인터넷 정보 매개 서비스업,56명,2015,"11억5,772만원"
0,모다플,시스템ㆍ응용 소프트웨어 개발 및 공급업,3명,2023,
0,크리에이트립,통신 판매업,61명,2016,25억744만원
0,티엠알파운더스,통신 판매업,9명,2022,
0,에그버스,그 외 기타 정보 서비스업,5명,2022,
0,소프트스피어,광고 대행업,21명,2021,"6억9,315만원"
0,해치랩스,시스템ㆍ응용 소프트웨어 개발 및 공급업,40명,2018,38억806만원
0,아이엠에스커넥트,시스템ㆍ응용 소프트웨어 개발 및 공급업,25명,2018,
0,콜게이트,시스템ㆍ응용 소프트웨어 개발 및 공급업,52명,2006,"60억1,569만원"
0,풀스택,시스템ㆍ응용 소프트웨어 개발 및 공급업,7명,2018,"6억7,186만원"
0,에이제이코퍼레이션,운동용품 및 자전거 소매업,17명,2019,
0,빅픽처인터렉티브,스포츠 및 레크리에이션 교육기관,5명,2019,
0,텐엑스,부동산 임대업,3명,2018,
0,메인메타,시스템ㆍ응용 소프트웨어 개발 및 공급업,,2019,
0,타이로스코프,시스템ㆍ응용 소프트웨어 개발 및 공급업,23명,2020,
0,민관김,광고 대행업,17명,2021,
0,펀블,시스템ㆍ응용 소프트웨어 개발 및 공급업,15명,2020,
0,솔닥,그 외 기타 금속 가공제품 제조업,,2011,
0,지로,시스템ㆍ응용 소프트웨어 개발 및 공급업,19명,2020,"1억1,460만원"
0,수성엔지니어링,기타 일반 목적용 기계 제조업,3명,2013,
0,액스,시스템ㆍ응용 소프트웨어 개발 및 공급업,10명,2018,"1,768만원"
0,트랄라랩,게임 소프트웨어 개발 및 공급업,17명,2023,
0,페이워크,그 외 기타 정보 서비스업,4명,2020,"2억1,309만원"
0,아나토마지코리아,기타 기계 및 장비 도매업,45명,2008,"26억5,672만원"
0,플랫포스,시스템ㆍ응용 소프트웨어 개발 및 공급업,,2016,28억691만원
0,스마일랩,상품 종합 도매업,22명,2013,35억624만원
0,밸류맵,시스템ㆍ응용 소프트웨어 개발 및 공급업,36명,2016,
0,밴플,그 외 기타 정보 서비스업,6명,2020,"2,429만원"
0,롱기스트,시스템ㆍ응용 소프트웨어 개발 및 공급업,,2021,
0,얼라이언스인터넷,광고 대행업,15명,2011,"43억3,536만원"
0,티맥스핀테크,시스템ㆍ응용 소프트웨어 개발 및 공급업,80명,2022,
0,트레바리,기타 창작 및 예술관련 서비스업,30명,2019,"12억9,856만원"
0,에이피알,"떡, 빵 및 과자류 제조업",20명,2018,"8억9,289만원"
0,베어런,포털 및 기타 인터넷 정보 매개 서비스업,,2021,
0,에스제이에이치스튜디오,게임 소프트웨어 개발 및 공급업,24명,2015,
0,모두의봄,,24명,2022,
0,에이블제이,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,,2021,
0,뉴아인,공학 연구개발업,33명,2018,1억799만원
0,에이치앤비라이프,통신 판매업,6명,2015,
0,어밸브,엔지니어링 서비스업,18명,2020,
0,플레이위드,인쇄업,16명,2018,"10억6,999만원"
